path,source_type,provider,created_or_received,tool,source_or_prompt_reference,rights_status,derivative_process
core/src/main/assets/sprites/bukov/captain.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,twenty-one original 16x18 RGBA frames with hit and reload actions SHA-256 3505d4a767a6aea0f9e8e65f557d006a47f5faa63afa5909e3d4aac121938355
core/src/main/assets/sprites/bukov/drone.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,twenty-one original 16x18 RGBA frames with hit and scan actions SHA-256 87581718bc6e38612ec265ce75f49492d45e96dad76fa06d6d36b3c2829a76f4
core/src/main/assets/sprites/bukov/white_line.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,twenty-one original 16x18 RGBA frames with hit phase-cast three boss phases and vulnerability SHA-256 471743304f018598b58115173e8ed0d71dc29bf82e997afcedfd785d863f0ae1
core/src/main/assets/sprites/bukov/alley_scout.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,hooded teal scout twenty-one-frame sheet with hit and reload actions SHA-256 18ce7755ce508adc725a8ee88602588bce5245b781bd627825e5812215f20320
core/src/main/assets/sprites/bukov/depot_shotgunner.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,orange heavy shotgunner twenty-one-frame sheet with hit and reload actions SHA-256 1cdaa9cc42490de73085c59572fca28e094b495183e17338333e49c141735eb0
core/src/main/assets/sprites/bukov/line_rifleman.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,blue line rifleman twenty-one-frame sheet with hit and reload actions SHA-256 b5bbf4c8b2d686a4edc0bfca0791bc9380aab5a18429808c3dd2b85c0d4f05a6
core/src/main/assets/sprites/bukov/fog_stalker.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,dark fog stalker twenty-one-frame sheet with hit and rush actions SHA-256 008d9f0847a65fd65a20e99a841c1923c2cf159b6ff1851c9f133065f335d7c2
core/src/main/assets/sprites/bukov/signal_operator.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,purple antenna signal walker twenty-one-frame sheet with hit and scan actions SHA-256 f41d9c1dd7204ed1d56d66a8c3ad7176a72b9aa9364aa578b1ee1a223b2c2480
core/src/main/assets/sprites/bukov/iron_clasp_marksman.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,pale long-optic elite twenty-one-frame sheet with hit and reload actions SHA-256 16dffe85d74de8a06039c1a3697ae590c66741dbbd2a2800c6ffd011b042768c
core/src/main/assets/sprites/bukov/breach_veteran.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_enemy_sprites.mjs,project original cleared for this repository and its personal builds,red breach elite twenty-one-frame sheet with hit and reload actions SHA-256 8877b954e833f3a46a411d6d92d7eb157132a631746681e012a2e33507f065dd
core/src/main/assets/sprites/bukov/items_interactions.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_item_visuals.mjs,project original cleared for this repository and its personal builds,original geometry rendered as seventy-two unique 16x16 RGBA firearm ammunition equipment medical loot mission and interaction frames SHA-256 24889647037db162f70b99dd5fa9ae77d3c0b91cd24a438416ccb5d68b3499fe
core/src/main/assets/splashes/bukov/title_portrait.png,project-generated original artwork,OpenAI built-in image generation,2026-07-23,image generation,/Users/leoyuan/.codex/generated_images/019f8d61-90e1-7bf1-9d4e-7a2e84db0cfa/call_lTnBNOFHDgvCZuz0FxLPrD56.png,project original cleared for this repository and its personal builds,byte-identical copy SHA-256 74966bd69da38ebb414e8ae2b0fa864a96339d9a71390a48f636c821156a7b5c
core/src/main/assets/splashes/bukov/title_landscape.png,project-generated original artwork,OpenAI built-in image generation,2026-07-23,image generation,/Users/leoyuan/.codex/generated_images/019f8d61-90e1-7bf1-9d4e-7a2e84db0cfa/call_5wJHA3v6644Ts2oj7MzgEbmL.png,project original cleared for this repository and its personal builds,byte-identical copy SHA-256 ff3c37162b3420f3359a5dbcff302b1576261d0f10d082526b785a095c202039
core/src/main/assets/splashes/bukov/title_industrial_landscape_v2.png,project-generated original artwork,OpenAI built-in image generation,2026-07-24,image generation,/Users/leoyuan/.codex/generated_images/019f8d61-90e1-7bf1-9d4e-7a2e84db0cfa/call_vxKAVEQ7fumIms88m3YqaYkT.png,project original cleared for this repository and its personal builds,byte-identical copy SHA-256 013001c3da7295a97c23dab747f0bd43b089e504cdaad6c39b35aa98e76eeaa4
core/src/main/assets/splashes/bukov/title_industrial_portrait_v2.png,project-generated original artwork,OpenAI built-in image generation,2026-07-24,image generation,/Users/leoyuan/.codex/generated_images/019f8d61-90e1-7bf1-9d4e-7a2e84db0cfa/call_Zf1kx04wZRBVJT1uhkGigmnz.png,project original cleared for this repository and its personal builds,byte-identical copy SHA-256 74c2f948eb5b9d3773dd0b1074ededf8307f5f753c26fde5b4ea3a1fc62560bc
core/src/main/assets/environment/bukov/tiles_fog_depot.png,project-derived visual skin,Leogame-one GPL asset plus deterministic project recolor,2026-07-23,FFmpeg color transform,core/src/main/assets/environment/tiles_city.png,GPL-3.0-or-later inherited project asset,atlas and alpha preserved SHA-256 10af47588a10374af3b175540d29c1848b1c9588fc24875b9e14779026d9ae57
core/src/main/assets/environment/bukov/water_fog_depot.png,project-derived visual skin,Leogame-one GPL asset plus deterministic project recolor,2026-07-23,FFmpeg color transform,core/src/main/assets/environment/water3.png,GPL-3.0-or-later inherited project asset,atlas and alpha preserved SHA-256 6b697a8357e6d7947a6273e8a2f5dd971e9d5cbc2401839b0470dfab07dd38ee
core/src/main/assets/sprites/bukov_operator.png,project-generated original artwork,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_operator_sprite.mjs,project original cleared for this repository and its personal builds,thirty-two original 12x15 frames across eight directions with stable anchors SHA-256 949cc8e15d3dab655d112e261c3a949887d97f2761fa226d50e306cb8030f224
core/src/main/assets/sprites/bukov_operator_lower.png,project-generated original artwork layer,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_operator_sprite.mjs,project original cleared for this repository and its personal builds,locomotion lower-body layer SHA-256 15a6f6911430a4aed7a5b49d5977b38839a4eb95429b70d8b84ae3dc04ca37bf
core/src/main/assets/sprites/bukov_operator_upper.png,project-generated original artwork layer,Codex,2026-07-24,procedural pixel drawing,scripts/generate_bukov_operator_sprite.mjs,project original cleared for this repository and its personal builds,independent upper-body and weapon layer SHA-256 47db8a7714419e709a23d75b961c07b4f09cef74c942c631693151da44bcc3b7
core/src/main/assets/environment/bukov/first_raid_landmarks.png,project-generated original artwork,Codex,2026-07-23,procedural pixel drawing,scripts/generate_bukov_landmarks.mjs,project original cleared for this repository and its personal builds,ten original 32x32 industrial landmark frames SHA-256 ee3f4592e8ce88ea7f10721f4768a98182a7d465a7ef089fc953aa9098fb106c
core/src/main/assets/sounds/bukov/gunshot_player.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 8939860ecd0ac24507fd320289eebaa57ec1c3c0a7975e6fbfd10efa3127cf83
core/src/main/assets/sounds/bukov/gunshot_enemy.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 0364d57714ed8c690f8321b236facadca6d7525a041e2de2d3fc130e3636dfd9
core/src/main/assets/sounds/bukov/bullet_hit.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 4d938255e0d1030e880953885b4b51d56135d4392cc539a8dd26512a4e53e600
core/src/main/assets/sounds/bukov/contact_hit.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 9207d4a2a5114c71c53f6160fd5f25f57b4d68d39b6f27fdfca17da202221a43
core/src/main/assets/sounds/bukov/dry_fire.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 4286d982c4eaa3f6455a02958c5b17de24b08734287fc7a7a71bdd4f1151a1aa
core/src/main/assets/sounds/bukov/reload_start.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 ab6d41ec0fc70786b4d7675b0b01da111e17379a5442eacaf161581666e2468d
core/src/main/assets/sounds/bukov/reload_finish.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 9f10892b735ed68d058f48307d51ccd0c26289e73ddce81850b4597747a917eb
core/src/main/assets/sounds/bukov/loot_pickup.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 c65c545a8cf8012af4e39067168e328bcd3fc89adcd08c3b34fcf67a6eb54081
core/src/main/assets/sounds/bukov/search_complete.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 e5d4a2de429741685fa21965797a1ec0dab40a3d9d994a790486ef3e4d759705
core/src/main/assets/sounds/bukov/gate_unlock.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 3618d9de7dd2b8c405c266fb36f417f788f443366003c60782883a6337c07746
core/src/main/assets/sounds/bukov/extraction_start.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 4b1478710831348c7086f4b13bcc5c5c5111b4678828453ad79c9d594a189712
core/src/main/assets/sounds/bukov/extraction_complete.wav,project-generated original audio,Codex,2026-07-23,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 b62c7d0ffbe9a367bae62d79a2ec61936a4af440e89183f3b838215e32effd27
core/src/main/assets/sounds/bukov/ui_focus.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 82db81c0a81cbf07443b3ae0bbf76c3b3f9df1633f9e1a0a92216f3c4fe423f6
core/src/main/assets/sounds/bukov/ui_confirm.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 a732006019dd556eef4807ce13c32b5dff456349ebb5b0ea13abb29194c81836
core/src/main/assets/sounds/bukov/ui_cancel.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 2a68b61aeab0d45c4d54fb658f5130a06e2b5df309a5b3cf32113208974cf6c4
core/src/main/assets/sounds/bukov/ui_error.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 220d0e0155bd397836dc1a44d30de5ae4fda7ad63f2a4dc6c57e6b5de2283586
core/src/main/assets/sounds/bukov/ambience_calm.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 3d3172edfed54f7d8c2c1b45ca925e4f0eb934c335454e2a984466e2ad3fd9a7
core/src/main/assets/sounds/bukov/ambience_tense.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 36650e44c2ad61df80c5fd28cfbd7c6b3562c672aebe813fbdde2c57f324256c
core/src/main/assets/sounds/bukov/ambience_combat.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,mono 48 kHz PCM16 SHA-256 f4d8e02c916e869b52cb518ab800d435c1a208989253169e29ea2f5ad190724d
core/src/main/assets/sounds/bukov/gunshot_pistol.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original pistol transient and body mono 48 kHz PCM16 SHA-256 1289f58ab56f28b4d430d2a5ac9633d93acad948eca1da87493a4b556a12781d
core/src/main/assets/sounds/bukov/gunshot_smg.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original compact SMG transient and body mono 48 kHz PCM16 SHA-256 84d29254d42511c370b24255db083797e613c4d6aced18dbd33f3007e8fab20d
core/src/main/assets/sounds/bukov/gunshot_carbine.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original carbine transient and body mono 48 kHz PCM16 SHA-256 801c79050fee1fe890ee8a8bd9863da44f1d09abbf695bcce89474909059730b
core/src/main/assets/sounds/bukov/gunshot_rifle.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original rifle transient and tail mono 48 kHz PCM16 SHA-256 d0800cb6e86912751cf68b44d04bfd5c1e9d5fa067a3119ce7c368ddd0374b88
core/src/main/assets/sounds/bukov/gunshot_shotgun.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original shotgun blast and tail mono 48 kHz PCM16 SHA-256 d46ca3991fe642a4ade34770ff19701ccaf2f4770949482f06d8fe4ab7100ecf
core/src/main/assets/sounds/bukov/gunshot_heavy.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original heavy weapon blast and tail mono 48 kHz PCM16 SHA-256 f1002ebdf2275d975638814810a49d7b9eea1d407cb67e6a049f33e4fae99dc4
core/src/main/assets/sounds/bukov/reload_mag_out.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original magazine removal mechanical cue mono 48 kHz PCM16 SHA-256 d8b6bbeba084577ff80436248a9f357fa72cfade0bd26cc0fdbb09a5f02decef
core/src/main/assets/sounds/bukov/reload_mag_in.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original magazine insertion mechanical cue mono 48 kHz PCM16 SHA-256 0a39a4555d0e791a2fc2cdc5cd2f991f430c648533a07cd092e08a92c2100699
core/src/main/assets/sounds/bukov/reload_charge.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,original charging handle mechanical cue mono 48 kHz PCM16 SHA-256 21c5fc326c6b8881ad7c0533b274b3a78c5b1143ed020642352534ecdf9d337e
core/src/main/assets/sounds/bukov/gunshot_pistol_mechanical_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,pistol mechanical variant 1 mono 48 kHz PCM16 SHA-256 0ca692eac88e7190b55c0046719451caaeb908387e15f1be6ffd15665b5a8dd2
core/src/main/assets/sounds/bukov/gunshot_pistol_mechanical_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,pistol mechanical variant 2 mono 48 kHz PCM16 SHA-256 2c4cbc678fe8bcf5f33bf723bca319f709503f6a74265f6f07a7517523738136
core/src/main/assets/sounds/bukov/gunshot_pistol_mechanical_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,pistol mechanical variant 3 mono 48 kHz PCM16 SHA-256 5bee4b0c101c7db7a57def4a9aea806c29af30531f905560669dbf42f960e2c2
core/src/main/assets/sounds/bukov/gunshot_pistol_body_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,pistol body variant 1 mono 48 kHz PCM16 SHA-256 ce2be2d42eb041fca2bd9e7b2cb9107a2d65d85b07da39e8d26ea7e6944323ec
core/src/main/assets/sounds/bukov/gunshot_pistol_body_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,pistol body variant 2 mono 48 kHz PCM16 SHA-256 bc10701a643f26eb718749454e6ec950320668af0910b76e1005f8e7ebacfcfc
core/src/main/assets/sounds/bukov/gunshot_pistol_body_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,pistol body variant 3 mono 48 kHz PCM16 SHA-256 1d9ae475b539219671d59db5f0fab994e81e8855fca59b101ef18e5bcea02a5f
core/src/main/assets/sounds/bukov/gunshot_smg_mechanical_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,SMG mechanical variant 1 mono 48 kHz PCM16 SHA-256 a1535ac8e26f63adf652885e4deb751fe1e2bbd7670f0f99e304fb67afd7e8cb
core/src/main/assets/sounds/bukov/gunshot_smg_mechanical_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,SMG mechanical variant 2 mono 48 kHz PCM16 SHA-256 e82f7277b3dc1497a6b90748fce2729153802b6014e614c0b527d34a0d070f86
core/src/main/assets/sounds/bukov/gunshot_smg_mechanical_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,SMG mechanical variant 3 mono 48 kHz PCM16 SHA-256 0f5023f8a873776aeac70817e7c3649b1f245bfa58a32e9b082cc019cc0a98bc
core/src/main/assets/sounds/bukov/gunshot_smg_body_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,SMG body variant 1 mono 48 kHz PCM16 SHA-256 b6fccc005335cb7c6ea92112612b66d35ad009590497dfe40eab4e8e2a60e942
core/src/main/assets/sounds/bukov/gunshot_smg_body_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,SMG body variant 2 mono 48 kHz PCM16 SHA-256 bb2102c0c2ad05d52ceb19daa9a1c16642b20164d8a8cfbf4f0be833d85b5f08
core/src/main/assets/sounds/bukov/gunshot_smg_body_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,SMG body variant 3 mono 48 kHz PCM16 SHA-256 c03022513b4be120e8ec9260a312a2c7483310378a17bf3ceb575507ea3d7826
core/src/main/assets/sounds/bukov/gunshot_carbine_mechanical_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,carbine mechanical variant 1 mono 48 kHz PCM16 SHA-256 fad8b7381275391623d181dcc69092002e52fbd0e383dfbe763cfce56f757dc1
core/src/main/assets/sounds/bukov/gunshot_carbine_mechanical_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,carbine mechanical variant 2 mono 48 kHz PCM16 SHA-256 9ab95e5590c05a67a28168c606765941f93a86067978ed4659907e728a8cfff6
core/src/main/assets/sounds/bukov/gunshot_carbine_mechanical_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,carbine mechanical variant 3 mono 48 kHz PCM16 SHA-256 05357cf48396dfa56cb8bf42a7218ffc0205ab6693e4af6a92c04c8083bd8e5c
core/src/main/assets/sounds/bukov/gunshot_carbine_body_1.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,carbine body variant 1 mono 48 kHz PCM16 SHA-256 d5842c82b75b876945525cec490a6b0c57743d79ebe8c799b54a614361a23ab4
core/src/main/assets/sounds/bukov/gunshot_carbine_body_2.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,carbine body variant 2 mono 48 kHz PCM16 SHA-256 17087ef4b0e08676f9c102e61c02afd576d0e2c0011bd05d3803fe052a4bd77f
core/src/main/assets/sounds/bukov/gunshot_carbine_body_3.wav,project-generated original audio,Codex,2026-07-24,procedural audio synthesis,scripts/generate_bukov_sfx.mjs,project original cleared for this repository and its personal builds,carbine body variant 3 mono 48 kHz PCM16 SHA-256 e93615bb247ae38b05e888a2d3533e66f5328fe2245765c1239ec7570fefb368
